Accession,Description,Symbol,Peptides,PD_Detected_Peptides,Unique,100011 WT_EZR Normalized,100012 WT_EZR Normalized,100013 WT_EZR Normalized,100005 WT_CYT Normalized,100006 WT_CYT Normalized,100007 WT_CYT Normalized,100017_1 SPQC Normalized,100017_2 SPQC Normalized,100017_3 SPQC Normalized,WT_EZR_CV,WT_CYT_CV,SPQC_CV,WT_EZR_v_WT_CYT_FC,WT_EZR_v_WT_CYT_pval,Stats
Q3UPL0,Protein transport protein Sec31A OS,Sec31a,19,18.16.14.17.18.18,19,3659937.436,3670053.735,3423675.092,5797121.587,5182309.333,6313395.079,5252743.602,5011263.386,4709734.277,3.89,9.82,5.45,-1.608087,0.007301774,Down
P18572,Basigin OS,Bsg,3,2.2.2.2.2.3,3,1458384.483,1106504.5,986402.797,2008372.003,1219353.411,2484930.809,1726507.092,1954685.795,1897226.403,20.7,33.6,6.38,-1.608614,0.1571564,
O89001,Carboxypeptidase D OS,Cpd,4,3.3.3.4.4.4,4,128209.0694,119887.46,124487.2194,225963.0879,204108.2658,169299.9892,134648.8993,142271.41,133634.5078,3.36,14.3,3.45,-1.608689,0.02607979,Down
Q8BRF7,Sec1 family domain-containing protein 1 OS,Scfd1,3,3.3.3.2.2.2,3,195493.0525,212444.3338,175451.9032,308891.612,341688.164,288301.2552,213288.025,223015.9194,216959.7759,9.52,8.6,2.26,-1.609356,0.003158659,Down
Q8K2K6,Arf-GAP domain and FG repeat-containing protein 1 OS,Agfg1,8,7.7.6.7.8.8,6,2208243.349,2731465.118,2360392.479,3915181.425,3415329.406,4429160.265,2942531.291,2929946.972,3026912.256,11.1,12.9,1.78,-1.610892,0.00897714,Down
P28738,Kinesin heavy chain isoform 5C OS,Kif5c,7,6.4.5.6.6.6,6,552067.9204,374680.1598,412625.6868,827816.2267,496629.5191,833152.6247,664277.9732,540036.9269,562697.0734,20.9,26.8,11.2,-1.610901,0.09821723,
P63082,V-type proton ATPase 16 kDa proteolipid subunit c OS,Atp6v0c,2,2.2.2.2.2.2,2,2302366.004,4569770.693,6181743.023,4977145.927,10977429.34,5111989.88,2096387.719,2419735.605,2715804.434,44.8,48.8,12.9,-1.613816,0.282498,
O89106,Bis(5'-adenosyl)-triphosphatase OS,Fhit,1,1.1.1.1.1.1,1,21645.01411,47453.7605,9849.7266,53491.07988,18967.9144,55101.22341,40267.02872,33495.1166,35584.02285,73.1,48,9.51,-1.61574,0.3800207,
Q9EQ20,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS",Aldh6a1,2,1.1.1.2.1.2,2,536557.0509,452144.5699,677534.4785,686759.1059,1174772.912,831488.5283,587237.1546,721414.5349,672941.4093,20.5,27.9,10.3,-1.61623,0.08025324,
Q99PV0,Pre-mRNA-processing-splicing factor 8 OS,Prpf8,9,7.7.6.9.8.9,9,464370.9672,402351.751,539856.1772,692609.5326,869288.8833,712696.3525,654350.0433,589818.2982,639643.5434,14.7,12.8,5.39,-1.617111,0.01294416,Down
O35874,Neutral amino acid transporter A OS,Slc1a4,2,2.2.2.2.2.2,2,377132.5807,689544.8369,380973.4289,685623.2484,726773.096,931168.6065,543448.5905,615174.8954,642868.0544,37.2,16.8,8.54,-1.618874,0.1065052,
Q8BJI1,Sodium-dependent neutral amino acid transporter SLC6A17 OS,Slc6a17,4,4.4.2.4.4.4,4,416142.9921,272297.0091,348142.4363,506601.6225,507252.3818,664998.2895,636384.6497,501974.6094,404533.5959,20.8,16.3,22.6,-1.619603,0.03705701,Down
Q8CGA0,Protein phosphatase 1F OS,Ppm1f,3,3.3.3.3.2.3,3,211302.194,149958.4148,471577.4008,460206.9311,405324.0253,484101.716,168183.802,279275.048,494275.9575,61.5,8.98,52.8,-1.620522,0.2172473,
Q7TPS0,Ribosomal protein S6 kinase alpha-6 OS,Rps6ka6,1,1.1.1.1.1.1,1,288623.9309,256229.5629,415066.6103,738683.6183,342612.1148,474622.1126,447766.0476,540083.4288,652224.3716,26.2,38.9,18.7,-1.620883,0.1737145,
P62900,60S ribosomal protein L31 OS,Rpl31,1,1.1.1.1.-.1,1,37300.39663,40301.1626,33828.51854,55220.65997,62558.01149,63085.02816,55806.25943,51023.42145,59434.04004,8.72,7.29,7.61,-1.623114,0.002069938,Down
P28650,Adenylosuccinate synthetase isozyme 1 OS,Adss1,1,1.1.1.1.1.1,1,14177.55393,17412.33444,12649.9372,39493.83752,15767.25541,16601.16223,18153.43522,19560.91464,23265.62871,16.5,56.2,13,-1.624379,0.3112048,
Q8R4E6,Purine-rich element-binding protein gamma OS,Purg,2,2.1.2.2.2.2,2,575645.3335,468283.7214,430151.7123,963607.5788,749082.0695,684942.0816,555103.7878,611000.7387,474706.6578,15.4,18.3,12.5,-1.626527,0.02360265,Down
Q6NSR8,Probable aminopeptidase NPEPL1 OS,Npepl1,1,1.1.1.1.1.1,1,10962.21063,12357.56684,11321.46635,19129.09026,15122.21967,22151.28526,15865.70521,20655.25604,19024.75321,6.27,18.8,13.2,-1.628192,0.03984689,Down
O08915,AH receptor-interacting protein OS,Aip,1,1.1.1.1.1.1,1,17847.13669,15057.75838,9538.605645,28037.37232,13638.22715,27461.64315,19140.88638,22383.85815,21064.93933,29.9,35.4,7.82,-1.628924,0.1981144,
P16546,"Spectrin alpha chain, non-erythrocytic 1 OS",Sptan1,232,205.208.215.228.222.229,232,266418650.6,282415831.5,288469480.4,449061838.7,448767435.5,466963198.1,362966053.4,349055299.6,352342595,4.08,2.29,2.05,-1.629984,0.000296289,Down
Q8VI33,Transcription initiation factor TFIID subunit 9 OS,Taf9,3,1.2.-.3.3.3,3,336145.52,617800.9091,505054.1965,780227.6619,1003319.315,596414.7611,467424.2782,616643.3307,495295.0581,29.1,25.7,15.1,-1.631227,0.1022658,
Q8K3R3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 OS",Plcd4,2,2.2.1.2.1.2,2,75925.2382,80522.56431,138364.9691,105785.389,175686.6381,199750.9425,152991.7916,116958.4169,122999.7001,35.4,30.4,14.7,-1.6323,0.1444721,
Q8BP71,RNA binding protein fox-1 homolog 2 OS,Rbfox2,4,4.2.2.4.4.3,4,519955.9537,479261.1652,534769.7763,737775.3153,884625.6753,882673.6471,394593.7078,527915.1595,410378.5145,5.62,10.1,16.4,-1.633048,0.005130454,Down
B1AY13,Ubiquitin carboxyl-terminal hydrolase 24 OS,Usp24,8,6.6.8.8.7.7,8,1859460.505,1317728.857,1927856.283,3620636.833,1628840.38,3088193.695,2640818.513,3220543.611,2895441.739,19.6,37.1,9.95,-1.633222,0.1995843,
Q8BMI0,F-box only protein 38 OS,Fbxo38,1,-.-.1.-.1.1,1,1694.809803,7143.282669,9128.568367,12086.27425,9913.146263,7370.609839,7035.215329,3638.382326,5135.127464,64.3,24.1,32.3,-1.634696,0.3168064,
Q61599,Rho GDP-dissociation inhibitor 2 OS,Arhgdib,2,2.2.1.2.1.2,2,137431.517,19319.30866,43426.32231,128545.6875,71204.38548,127488.1533,137307.1476,124315.9279,150697.2405,93.5,30.1,9.6,-1.634743,0.3071717,
O88685,26S proteasome regulatory subunit 6A OS,Psmc3,6,5.5.5.6.6.6,6,799587.577,616103.8516,720309.6206,1176486.946,937092.0837,1382988.527,971548.7303,1121463.482,978052.9054,12.9,19.1,8.28,-1.636969,0.02912248,Down
O88485,Cytoplasmic dynein 1 intermediate chain 1 OS,Dync1i1,9,7.8.7.9.8.9,9,1286801.555,1033461.491,1134912.893,1966260.093,1790107.984,1903050.363,1453217.341,1554682.06,1549255.681,11.1,4.73,3.76,-1.637954,0.007620754,Down
Q6P560,Zinc finger protein 182 OS,Znf182,1,1.-.1.1.1.1,1,6558.624736,7576.860481,5368.86308,7516.00905,9349.140322,15111.42356,11085.13065,7450.92192,7613.557237,17,37.2,23.6,-1.639459,0.1416435,
Q3ZT31,Sorting nexin-25 OS,Snx25,1,1.1.1.1.1.1,1,8634.311698,10340.13671,10783.60802,16681.25982,12500.00565,19641.66044,10537.20025,10541.20188,9882.020649,11.4,22,3.68,-1.640662,0.04774534,Down
Q80XK6,Autophagy-related protein 2 homolog B OS,Atg2b,7,5.5.6.7.6.7,7,428358.7315,484396.9591,600740.103,824141.5665,898854.5155,762187.7024,708696.9913,783081.5745,651013.191,17.4,8.26,9.27,-1.642016,0.02120246,Down
Q9EPU4,Cleavage and polyadenylation specificity factor subunit 1 OS,Cpsf1,2,2.1.1.2.2.2,2,59160.5845,43368.4988,44797.63213,71565.70024,86145.55007,84397.13894,51552.64846,50891.35361,47693.06181,17.8,9.86,4.12,-1.643343,0.01841106,Down
Q3UMC0,Ribosome biogenesis protein SPATA5 OS,Spata5,3,3.2.3.3.2.3,3,162958.4328,172204.254,149235.8541,259532.7975,308039.1278,228632.3886,170342.3633,161926.3455,180308.2751,7.16,15.1,5.39,-1.643697,0.01586589,Down
E9Q612,Receptor-type tyrosine-protein phosphatase O OS,Ptpro,1,1.1.1.1.1.1,1,10714.28218,7869.944638,11051.32283,19197.21712,6598.256357,22931.81747,14910.96763,12471.39436,14230.4338,17.7,52.7,9.08,-1.644218,0.435482,
Q99K10,Neuroligin-1 OS,Nlgn1,4,3.3.3.4.3.4,2,359506.2012,285254.498,384765.7892,565979.9703,572563.7834,555311.7384,416080.0546,619821.9588,570651.4642,15.1,1.54,19.9,-1.645276,0.02958948,Down
O35286,ATP-dependent RNA helicase DHX15 OS,Dhx15,13,13.10.10.13.12.13,12,2259829.006,1961572.802,2535438.354,3626222.356,3615134.744,3885253.134,3246279.06,3241281.488,3202290.974,12.7,4.12,0.746,-1.646718,0.01433153,Down
Q9ERF3,WD repeat-containing protein 61 OS,Wdr61,1,1.1.1.1.1.1,1,191976.8728,204213.4014,415117.526,440417.4073,483580.4638,413916.463,378041.5278,545375.5289,405521.9277,46.4,7.88,20.3,-1.649084,0.1465357,
Q9EST3,Eukaryotic translation initiation factor 4E transporter OS,Eif4enif1,4,4.4.4.4.4.4,4,248974.3089,229891.5732,252897.5211,379978.5605,413307.8822,413708.878,337317.771,326128.3846,365361.2962,5.05,4.81,5.89,-1.649434,0.000257455,Down
Q9QZD4,DNA repair endonuclease XPF OS,Ercc4,2,1.1.2.2.2.2,2,27202.58908,33829.02745,32815.98568,49535.20902,49784.61972,55625.27394,37615.93232,31082.14236,38251.78281,11.4,6.67,11.1,-1.651029,0.006601146,Down
Q8C5H8,"NAD kinase 2, mitochondrial OS",Nadk2,1,1.1.1.1.1.1,1,249349.5563,210335.3441,158800.0331,420407.018,256771.5782,344199.1435,207486.4668,207212.5134,291717.5261,22,24.1,20.7,-1.651419,0.06282531,
Q91W18,Tudor domain-containing protein 3 OS,Tdrd3,4,3.3.4.4.4.4,4,66959.17496,89417.14374,65280.74068,113856.1796,109329.2627,142953.6172,76214.00911,97657.60719,91114.28392,18.2,15,12.4,-1.651827,0.01938563,Down
Q80TI0,Protein Aster-B OS,Gramd1b,3,2.2.2.3.3.3,3,89241.61457,90889.37731,29573.74224,142640.0447,70124.30109,133703.8582,105755.6168,92744.08121,101749.2213,50,34.2,6.66,-1.652172,0.2716674,
Q924C1,Exportin-5 OS,Xpo5,2,2.2.2.2.2.2,2,48424.26937,62619.75486,88839.70421,101361.9323,106970.6926,122673.9342,75132.95589,53245.25655,59659.84898,30.8,10,18,-1.655996,0.08228799,
Q61730,Interleukin-1 receptor accessory protein OS,Il1rap,1,1.1.-.1.1.1,1,12556.4319,20345.60574,12120.56945,41184.5494,5998.213441,27417.79852,20082.1356,23144.62298,23321.6147,30.8,71.3,8.21,-1.656958,0.7051386,
Q9D0L8,mRNA cap guanine-N7 methyltransferase OS,Rnmt,9,8.7.6.9.8.9,9,1135061.577,1173640.596,1056254.022,1855369.952,1752621.662,1971871.252,1317819.091,1568346.628,1244999.249,5.33,5.9,12.3,-1.658227,0.00041008,Down
Q99020,Heterogeneous nuclear ribonucleoprotein A/B OS,Hnrnpab,3,3.2.3.3.3.3,3,350023.5811,273852.7997,349688.1705,652139.1066,368660.5608,594081.9125,504217.0942,442011.5707,521631.865,13.5,27.8,8.55,-1.658731,0.09454119,
Q8CJ67,Double-stranded RNA-binding protein Staufen homolog 2 OS,Stau2,7,5.7.5.6.7.6,6,788994.7391,1158737.018,1005027.274,1557566.512,1746741.853,1596453.78,1019707.42,1306039.324,1032253.392,18.9,6.12,14.5,-1.659723,0.03443695,Down
Q91W89,Alpha-mannosidase 2C1 OS,Man2c1,5,2.3.4.5.5.5,5,148909.5604,138111.0558,149898.6626,257934.3176,252348.362,215368.1314,124332.2932,144022.4446,209901.6771,4.49,9.56,28.1,-1.660835,0.004990084,Down
Q6ZQ18,Protein EFR3 homolog B OS,Efr3b,4,4.2.3.4.3.4,4,1037868.298,753296.4398,817201.778,1537672.674,1441476.526,1359457.392,1318208.057,1343498.626,1221288.882,17.2,6.17,4.98,-1.663342,0.02224239,Down
Q9JIG7,Coiled-coil domain-containing protein 22 OS,Ccdc22,1,1.1.1.1.1.1,1,53942.2699,73913.12254,33372.15669,71866.13602,116513.6334,80109.26175,60719.23309,67722.01351,65892.45245,37.7,26.5,5.61,-1.66528,0.1329388,
Q9CW07,Protein phosphatase 1 regulatory subunit 3G OS,Ppp1r3g,3,3.3.3.3.3.3,3,469677.4825,505184.5244,734690.8732,873268.2782,1047375.666,926629.1557,774294.7484,903685.1591,777161.4767,25.2,9.4,9.03,-1.665507,0.04829159,Down
Q9WUA2,Phenylalanine--tRNA ligase beta subunit OS,Farsb,21,20.20.19.21.21.21,21,9680451.061,8363709.825,7845741.733,14475772.2,13184540.11,15470610.73,10643276.86,10674173.57,10655075.19,11,7.97,0.146,-1.665936,0.003577742,Down
Q8VE19,GATOR complex protein MIOS OS,Mios,2,2.2.2.2.2.2,2,146002.1155,127032.9149,118368.5433,225332.6225,230702.5847,196471.9598,135485.6928,165843.0553,163283.8191,10.8,8.46,10.9,-1.667096,0.00341637,Down
Q9Z0G0,PDZ domain-containing protein GIPC1 OS,Gipc1,4,4.3.3.4.4.4,3,300119.5419,292656.8801,344105.4001,571797.04,561742.482,439844.6566,397015.7148,465960.6817,447561.1519,8.9,14,8.17,-1.679384,0.01111093,Down
Q6PDJ6,F-box only protein 42 OS,Fbxo42,1,1.1.1.1.1.1,1,42876.23503,39076.6287,33515.28132,78496.47264,43700.33387,72276.05836,54673.36093,62142.12512,65462.79991,12.2,28.6,9.09,-1.684212,0.09921849,
Q9WVE8,Protein kinase C and casein kinase substrate in neurons protein 2 OS,Pacsin2,2,1.1.1.2.1.2,2,20122.88644,22401.88238,31780.75535,33601.37625,44741.03871,46989.67693,44562.64752,40420.87628,37002.95448,24.9,17.2,9.31,-1.686713,0.04087326,Down
Q8BGJ9,Splicing factor U2AF 26 kDa subunit OS,U2af1l4,1,1.1.1.1.1.1,1,13753.59805,9975.257124,18970.54879,24738.97306,13201.3238,34108.15614,20852.31742,23511.80162,24101.48833,31.7,43.6,7.58,-1.687341,0.23145,
Q5U5Q9,BRCA1-A complex subunit RAP80 OS,Uimc1,1,1.1.1.1.1.1,1,234505.6044,200900.9385,276680.2339,373919.9916,475575.2263,352434.0927,266913.4233,355879.0046,330480.9562,16,16.4,14.4,-1.687897,0.01583854,Down
Q8BMP6,Golgi resident protein GCP60 OS,Acbd3,2,2.2.1.2.2.2,2,94728.1757,88550.5924,113112.6493,183002.7173,115111.8924,202200.787,170212.3408,127617.3854,142742.488,12.9,27.4,14.7,-1.688023,0.08593597,
Q8BW70,Ubiquitin carboxyl-terminal hydrolase 38 OS,Usp38,3,3.3.3.3.3.3,3,38722.89987,27263.6826,41019.60679,61597.51066,38447.41237,80602.63502,55285.32003,57422.82716,57656.04344,20.7,35.1,2.3,-1.688197,0.136772,
Q5KU39,Vacuolar protein sorting-associated protein 41 homolog OS,Vps41,5,3.4.4.4.5.5,5,87646.57969,140394.8302,133700.0814,185393.7669,215001.9406,210578.7902,149679.9534,74624.22879,82123.91518,23.8,7.84,40.5,-1.688981,0.05742636,
Q8BXQ2,GPI transamidase component PIG-T OS,Pigt,3,2.2.2.3.3.3,3,212202.7256,230815.2659,150541.7656,335430.7892,366152.4616,302857.4356,169157.3427,173868.5465,156527.4042,21.2,9.45,5.38,-1.692232,0.03868072,Down
Q8BH55,Threonine synthase-like 1 OS,Thnsl1,1,1.1.1.1.1.1,1,41076.28445,26939.55625,35649.54048,73512.66457,35220.74453,66838.77006,55049.81573,48030.15416,38413.6182,20.6,35,17.7,-1.693643,0.1548327,
Q8BP67,60S ribosomal protein L24 OS,Rpl24,2,2.2.2.2.2.2,2,1488265.065,1074956.459,1182315.008,2509322.02,1513314.38,2323517.847,1324351.502,1490249.38,1523903.036,17.2,25,7.39,-1.694324,0.06144942,
P57776,Elongation factor 1-delta OS,Eef1d,14,14.14.13.14.13.13,14,12133217.29,14687661.58,11963674.03,18960220.97,22523218.36,24245280.22,15695880.28,15692212.73,13412855.96,11.8,12.3,8.82,-1.694714,0.006029513,Down
Q8BKN5,Gamma-tubulin complex component 5 OS,Tubgcp5,1,1.1.1.1.-.1,1,3205.650708,6873.676295,4062.739579,7489.827341,9543.155979,6944.710622,5284.994321,3617.105354,4575.544636,40.7,17.1,18.6,-1.695487,0.1117227,
Q9Z329,"Inositol 1,4,5-trisphosphate receptor type 2 OS",Itpr2,9,6.6.5.9.9.9,9,228817.4752,324778.3784,238434.0304,351492.9106,505645.0582,487498.4983,293972.2876,258228.1236,264583.0693,20,18.8,7,-1.697709,0.02980233,Down
Q8BSS9,Liprin-alpha-2 OS,Ppfia2,1,1.1.1.1.1.1,1,30576.82856,21929.30816,17495.86918,42562.78233,16226.72893,60067.22483,40843.7304,42760.95184,49579.68066,28.5,55.7,10.3,-1.697905,0.4020323,
Q8BRG8,Transmembrane protein 209 OS,Tmem209,1,1.1.1.1.1.1,1,25274.88696,20790.07108,32249.53755,48965.16461,41353.51897,42735.7133,38481.04699,46944.15937,36906.67551,22.1,9.14,13.2,-1.698975,0.03602009,Down
Q5SW19,Clustered mitochondria protein homolog OS,Cluh,12,10.9.11.11.12.11,12,1715678.907,1785281.549,2034183.109,2985261.951,3337761.475,3108946.857,2534838.174,2164141.175,2212215.949,9.08,5.69,8.75,-1.704015,0.001917695,Down
Q3U1Y4,DENN domain-containing protein 4B OS,Dennd4b,3,3.3.3.2.2.3,3,58505.62849,71097.41715,51918.56539,106857.3533,95563.5777,107062.5893,82066.68115,69673.70568,93831.24474,16.1,6.38,14.8,-1.70494,0.01649709,Down
Q920Q8,Influenza virus NS1A-binding protein homolog OS,Ivns1abp,2,1.1.2.2.2.2,2,17820.67439,10010.97848,20172.78723,23086.09298,26504.00941,32304.94799,19185.56937,20056.33935,22765.68939,33.2,17.1,9.03,-1.705989,0.1028413,
Q9R1B9,Slit homolog 2 protein OS,Slit2,1,-.1.-.1.-.1,1,5950.301843,14429.99724,1623.66904,14701.89077,11785.74595,11123.15413,7808.726172,2736.108681,2046.083175,88.8,15.2,75,-1.709273,0.300826,
E9Q555,E3 ubiquitin-protein ligase RNF213 OS,Rnf213,2,1.2.2.1.2.2,2,27288.27985,18725.89021,25039.60982,28067.86282,33112.30094,60443.07751,40534.48851,29191.20592,29237.02606,18.7,43,19.8,-1.711707,0.1565397,
Q80WT5,Aftiphilin OS,Aftph,2,2.2.1.2.2.2,2,33217.7415,41742.06413,38097.96715,68421.34886,51808.19336,73774.12486,57524.11832,53059.07274,58576.86985,11.3,17.7,5.2,-1.715969,0.01969859,Down
Q8C033,Rho guanine nucleotide exchange factor 10 OS,Arhgef10,3,2.2.2.3.3.3,3,194779.1516,235886.4961,172456.8921,310751.7506,353127.9161,371380.6991,385373.1914,286447.0362,325797.9252,16,9.01,15,-1.716501,0.01176843,Down
Q9EQN3,TSC22 domain family protein 4 OS,Tsc22d4,4,4.3.4.4.4.4,4,636151.4816,625829.3533,672451.9846,1035807.988,972738.4326,1313636.89,970491.6632,846957.8207,835160.0615,3.8,16.4,8.48,-1.717394,0.02325591,Down
Q5FWI3,Cell surface hyaluronidase OS,Cemip2,2,2.2.2.2.2.2,2,28548.53079,25179.10723,20128.41075,51863.52998,31288.844,43729.0321,32129.84774,40445.19811,37194.03229,17.2,24.5,11.5,-1.717956,0.04910333,Down
Q9QYC1,Pecanex-like protein 1 OS,Pcnx1,2,2.1.2.2.2.2,2,40994.85811,37843.43646,58121.87336,63717.18363,86515.13027,85107.61915,75870.6937,54732.20165,58765.52022,23.9,16.3,17.8,-1.718309,0.03242528,Down
Q8C3X8,Lipase maturation factor 2 OS,Lmf2,3,3.2.2.3.2.3,3,115419.9358,45175.52542,28879.15246,105164.4776,130792.9926,89995.25251,103525.1088,107931.5035,97340.07877,72.8,19,5.17,-1.720298,0.2227992,
Q01341,Adenylate cyclase type 6 OS,Adcy6,1,1.-.1.1.1.1,1,5365.099896,5784.680725,6476.848077,11291.63076,5193.794904,13917.36202,8799.299724,9051.501925,6425.098736,9.56,44.2,17.9,-1.724821,0.2575438,
E9Q4N7,AT-rich interactive domain-containing protein 1B OS,Arid1b,3,1.1.1.3.3.3,3,738629.7762,472199.4484,490849.0744,1143106.194,839711.8138,952625.6948,707263.6358,876218.6013,861279.0915,26.2,15.7,11.5,-1.725029,0.03852544,Down
Q8K4Z0,Leucine-rich repeat LGI family member 2 OS,Lgi2,2,1.1.1.2.2.2,2,34947.52291,54045.67285,21532.27926,66270.17982,64398.94398,60013.50173,59132.90628,55160.38901,65287.17654,44.3,5.05,8.52,-1.725237,0.1457426,
P42567,Epidermal growth factor receptor substrate 15 OS,Eps15,35,34.30.30.34.34.35,35,13592470.01,13951030.08,13240900.69,25844879.93,17875006.02,26660690.39,20248028.37,15516759.11,15261872.09,2.61,20.7,16.5,-1.725674,0.0521708,
Q9D8W5,26S proteasome non-ATPase regulatory subunit 12 OS,Psmd12,5,4.3.5.5.5.5,5,893743.7056,820212.1467,548131.3418,1525523.621,1063376.039,1322214.37,977472.2423,1381083.246,1066023.51,24.1,17.8,18.6,-1.728985,0.04454318,Down
Q9CZN4,Protein shisa-9 OS,Shisa9,5,5.4.4.5.5.5,5,861311.0546,622342.3042,410947.2553,1358922.984,890919.1844,1027427.469,538723.6954,600381.3982,503423.7204,35.7,22,8.96,-1.729794,0.09635793,
Q80X80,Phospholipid transfer protein C2CD2L OS,C2cd2l,5,4.4.5.4.5.4,5,420992.3202,408423.1874,379360.8053,653364.4111,684967.2015,752763.1844,556543.8366,590000.4,475632.0069,5.3,7.29,10.9,-1.729927,0.000686254,Down
Q8BH60,Golgi-associated PDZ and coiled-coil motif-containing protein OS,Gopc,2,1.1.2.2.2.2,2,20224.77794,13523.19785,144035.2714,122027.3484,92504.28524,93147.92087,104112.5352,51776.31342,64274.96481,124,16.4,37.2,-1.730644,0.271882,
Q69ZU6,Thrombospondin type-1 domain-containing protein 7A OS,Thsd7a,3,2.1.2.3.3.3,3,51611.7575,47514.12182,48140.12513,80696.78236,78185.92233,96500.2569,60191.37728,59903.51788,60299.21505,4.5,11.7,0.34,-1.734161,0.007232763,Down
P49312,Heterogeneous nuclear ribonucleoprotein A1 OS,Hnrnpa1,16,14.13.15.16.16.16,16,7968105.421,7692109.282,6553252.321,13471449.84,11548743.64,13525753.14,8728494.644,8830380.244,9482073.733,10.1,8.76,4.54,-1.735251,0.002439905,Down
Q9JLM4,Zinc finger MYM-type protein 3 OS,Zmym3,1,1.1.1.1.1.1,1,6364.248051,5621.227386,7630.060763,10765.78396,12144.19817,11150.15137,10597.51989,8143.713926,9973.400349,15.5,6.27,13.3,-1.736386,0.01424231,Down
Q922R1,Phagosome assembly factor 1 OS,Phaf1,1,1.1.-.1.1.1,1,48327.48382,31933.17611,30389.89461,26764.11575,21506.48913,143867.9034,3291.277613,6092.926948,2209.585133,27,108,51.9,-1.736444,0.7853502,
O70133,ATP-dependent RNA helicase A OS,Dhx9,34,31.28.30.31.32.33,34,10443505.17,8736925.767,8996884.738,15723589.41,16184498.14,17114640.52,13480320.28,13141347.78,12298445.93,9.79,4.34,4.69,-1.739794,0.003687866,Down
P27545,Ceramide synthase 1 OS,Cers1,3,2.3.1.3.2.3,3,213020.3032,195062.1396,205656.0737,311898.7508,305421.0295,452630.1193,699624.307,514206.6629,452313.8395,4.41,23.3,23.2,-1.743332,0.04697064,Down
Q9JM96,Cdc42 effector protein 4 OS,Cdc42ep4,27,22.21.22.25.25.26,27,14360276.4,15199350.85,13464909.25,22921304.71,25438513.5,26716212.6,19739464.85,18458847.79,19201809.47,6.05,7.72,3.36,-1.744959,0.00083745,Down
P63330,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS,Ppp2ca,1,1.1.1.1.1.1,1,31392.53756,11867.09985,22975.10173,32051.78977,15007.72966,68599.77144,91870.14586,36959.85636,16475.87837,44.4,71,80.5,-1.746203,0.4463415,
Q3UMR0,Ankyrin repeat domain-containing protein 27 OS,Ankrd27,1,1.-.1.1.1.1,1,14903.47855,12094.02168,14702.82354,34871.4627,18405.13785,19625.9338,14220.96664,13401.28583,18490.12193,11.3,37.8,17.8,-1.748249,0.1133521,
Q5SVR0,TBC1 domain family member 9B OS,Tbc1d9b,10,9.8.8.10.10.10,10,1038810.342,1243931.962,884352.434,1718987.069,1966272.79,1855329.4,1918382.771,1606493.676,1607878.232,17.1,6.71,10.5,-1.749423,0.0180255,Down
Q3UMB9,WASH complex subunit 4 OS,Washc4,2,1.1.2.2.2.2,2,19677.48944,20287.41794,30623.29545,42075.75865,36037.14012,45391.32214,33447.49895,31840.76494,44619.21168,26.1,11.5,19,-1.749644,0.03843447,Down
O35737,Heterogeneous nuclear ribonucleoprotein H OS,Hnrnph1,6,6.6.5.6.6.6,2,1483329.912,937221.2595,776022.7048,2162961.71,1192924.026,2239621.954,1435911.852,1855329.853,1452017.556,34.8,31.3,15,-1.75047,0.1173043,
Q3UIR3,E3 ubiquitin-protein ligase DTX3L OS,Dtx3l,1,1.1.1.1.-.1,1,19565.09734,20341.541,10061.74162,15630.44406,24975.12306,46906.78499,45942.25997,4261.268603,6812.48116,34.4,55,123,-1.751355,0.2721688,
P61957,Small ubiquitin-related modifier 2 OS,Sumo2,2,1.1.1.1.2.1,2,384374.17,345854.3602,217717.1457,549453.7875,491606.8824,620064.3785,510601.3404,428506.7561,368799.1521,27.6,11.6,16.3,-1.752342,0.06382294,
E9QAT4,Protein transport protein Sec16A OS,Sec16a,25,20.19.18.25.21.25,25,6148057.959,6074220.796,6293494.745,9829233.27,11936512.81,10712398.39,7987338.332,8217681.316,7974287.387,1.81,9.77,1.7,-1.75408,0.008242004,Down
